tweet,tweet_processed,5epoch_model,7epoch_model,15epoch_model,100epoch_model
Ppl like u and chidambaram dont have long term startegic vision.. these congressis are same ppl who made fun of UPI ..,ppl like u chidambaram dont long term startegic vision congressis ppl made fun upi,-0.3318126,-0.37104404,0.24705614,0.9935033
Not even one blind bhakt or godi media speaks ...,even one blind bhakt godi media speaks,0.11666742,0.33229434,-0.13388103,0.015942307
Put some of your expertise into finding the scam your party is involved in,put expertise finding scam party involved,0.08337696,0.12391354,-0.10233428,0.014366608
"@HMOIndia 

Virus detected please check him",hmoindia virus detected please check,0.06849393,0.08612397,-0.07898927,0.014366608
Kaash tune economics namak ek subject padha hota toh aaj aise post nahi krta.,kaash tune economics namak ek subject padha hota toh aaj aise post nahi krta,-0.17288387,-0.20820743,-0.041750796,0.0157511
People wanting more govt jobs is also a loss to exchequer coz it's not a business that makes money. This is more about tapping a niche in India and paving way for more advanced stuff.,people wanting govt jobs also loss exchequer coz business makes money tapping niche india paving way advanced stuff,-0.35973147,-0.31548017,-0.018028732,0.024630086
Abey chor... gaban Baz... gaban ke arop me jail kaat ke aiya ha re tu... aur gyan de raha ha corruption and embezzlement pe..,abey chor gaban baz gaban ke arop jail kaat ke aiya ha tu aur gyan de raha ha corruption embezzlement pe,-0.04597954,-0.17934605,-0.18243384,0.035809454
PAID PRO???,paid pro,0.06644121,0.051074218,-0.15704945,0.014366608
"""Assembly Kaal""",assembly kaal,-0.034322668,0.008606173,-0.13512792,0.014366608
Can you do the math again?,math,0.029730128,0.078969605,-0.14705172,0.014366608
 wastage of people's Hard earned tax money,wastage people hard earned tax money,0.18269476,0.2693331,-0.112408005,0.014366608
Oh no,oh,-0.01523872,0.0032897484,-0.104962915,0.014366608
Why always Gujarat? Shouldn't other states prosper?,always gujarat states prosper,-0.079758234,-0.06320537,-0.18505433,0.014366608
Gujarat police at your door baby,gujarat police door baby,-0.05978433,-0.11709809,-0.14254248,0.014366608
Toolkit activated?  TMC Trouble Marketing Company?,toolkit activated tmc trouble marketing company,0.046716075,-0.059165053,-0.14544831,0.014366608
"If only all these workers could have been employed under the high-tech, rich-dividend MNREGA scheme of Con-grass ",workers could employed mnrega scheme,-0.24663585,-0.218796,-0.18863952,0.014366608
Count the number of friends you can count on!,count number friends count,0.13402991,0.19944438,-0.11222962,0.014366608
Well the Govt has to pay for Modi's US trip.,well govt pay modi us trip,0.007683985,0.11932121,-0.14231339,0.014366608
Tereko koi uss plant mein bhi naukri nahi dega isliye itni jal rahi hai.,tereko koi uss plant mein bhi naukri nahi dega isliye itni jal rahi hai,-0.22602762,-0.112102635,-0.013710546,0.050655603
Nothing about the honourable PM surprises or shocks anymore. His own people donâ€™t matter to him. He is quite brazen that way.,nothing honourable pm surprises shocks anymore people matter quite brazen way,-0.12636137,0.06059976,-0.10783172,0.014366608
When was last Semiconductor chip investment came in India de.,last semiconductor chip investment came india de,0.032605007,0.13254023,-0.14257771,0.014366608
Who gave you gyan on Assembly Test Unit. Do you know what it is.,gave gyan assembly test unit know,0.09638598,-0.14862628,-0.0954689,0.014366608
Unhappy because Pappu did not get a cut...,unhappy pappu get cut,0.07018551,0.34064308,-0.03660242,0.014366608
Deal at least makes availability of semiconductor in India easier.,deal least makes availability semiconductor india easier,0.094996214,0.26790056,-0.14249527,0.014366608
@nano_arun thoughts?,thoughts,-0.06073838,-0.100827515,-0.24091992,0.014366608
"This will all be taken care of once the regime changes in the center. And yes, with interest. Not too far!",taken care regime changes center yes interest far,-0.24498506,-0.19244412,-0.43077695,0.5134677
Trinamool Scamgress! Wow! Amazing insights! Care to substantiate these claims? Or is it just Faf like you Boss does???,trinamool scamgress wow amazing insights care substantiate claims faf like boss,-0.28913283,-0.25550967,0.8688543,0.9993469
What is the nature of this 70% subsidy? Are they being provided land at subsidized cost or tax benefit? What is it? Pls elaborate.,nature 70 subsidy provided land subsidized cost tax benefit pls elaborate,-0.25452852,-0.18651181,-0.31995147,0.014366608
Such a shame you are for West Bengal who don't know how many zeros a billion has ,shame west bengal know many zeros billion,-0.4720978,-0.4425771,-0.07489401,0.6367587
"For the BJP all transactions are a PR exercise that pulls  the wool over the eyes of the public. Even that is not necessary because the public is blind anyway.
Few people are able to recognise the difference between transfer of core technology and exploitation of cheap labour.",bjp transactions pr exercise pulls wool eyes public even necessary public blind anyway people able recognise difference transfer core technology exploitation cheap labour,0.15321112,0.3588992,-0.68354523,-0.7618478
"New India,where we focus on special growths(!?)",new india focus special growths,-0.5009592,-0.4906267,0.13363229,0.84182924
Yeh Masterstroke hain. Aaje jakar bhi samjega nai but hain.,yeh masterstroke hain aaje jakar bhi samjega nai hain,-0.23985548,-0.38217866,-0.34277105,0.52089405
"Gokhale Ji again you are here with fact twisting tweet . The money that you are talking about is not an investment but subsidy .
Central Govt , which charges excise and other duties on import of machines are exempted in this case. Similarly state Govt has given subsidy . Plz",gokhale ji fact twisting tweet money talking investment subsidy central govt charges excise duties import machines exempted case similarly state govt given subsidy plz,-0.08815799,0.031882748,-0.6609912,0.1631221
Bhai theek hai na...shock jyada to nahi laga na,bhai theek hai na shock jyada nahi laga na,-0.050757755,0.068504184,-0.15181118,0.014366608
"India today has 16% share in mobile phone manufacturing and all this started from just establishing assembly line.

Samsung started assembly of phones in India but now they have set world's largest mobile factory in Noida as well as manufacturing display unit in India.",india today 16 share mobile phone manufacturing started establishing assembly line samsung started assembly phones india set world largest mobile factory noida well manufacturing display unit india,0.03275486,0.038320135,-0.15013309,-0.81594586
Can we crack the code to achieve 5 million impressions solely through organic efforts? Let's hear your unique approaches and creative ideas! The power of community knowledge is limitless.,crack code achieve 5 million impressions solely organic efforts let hear unique approaches creative ideas power community knowledge limitless,-0.4661795,-0.50589097,0.80170596,0.9973029
"@SaketGokhale 

Sir you have quoted wrong numbers, missed one zero. $2.7 Billion = INR 22,740 crore 

You also forgot to quote similar figures from European countries. They have taken similar action. Kindly enlighthen as well why all other countries are taking similar move",saketgokhale sir quoted wrong numbers missed one zero billion inr crore also forgot quote similar figures european countries taken similar action kindly enlighthen well countries taking similar move,-0.18096927,-0.4265404,0.8725887,0.9977748
China dominated these semiconducter market and if india is assembling it atleast there might not be shortages like that time and nothings happens with a snap of a finger i guess you are very fanatsized by thanos that you wnt evrything in one snap. It takes time once its estblshd,china dominated semiconducter market india assembling atleast might shortages like time nothings happens snap finger guess fanatsized thanos wnt evrything one snap takes time estblshd,-0.057511847,0.50411046,0.26492625,0.51997423
As usual the burden will now be on the tax payers and these 9 years we have seen how ravenously hungry they are for revenue,usual burden tax payers 9 years seen ravenously hungry revenue,0.15163152,0.13860743,-0.19614293,0.059321105
Really shocking ,really shocking,-0.12705544,-0.25285593,-0.44641265,0.014366608
"5000 direct jobs and 15000 indirect jobs will be created. Yes, it is not a big deal to trumpet about excessively, after all the fanfare of the PM's US visit, but any effort towards job creation should be appreciated. We need many such projects for our semi skilled youth.",5000 direct jobs 15000 indirect jobs created yes big deal trumpet excessively fanfare pm us visit effort towards job creation appreciated need many projects semi skilled youth,-0.5621156,-0.79119635,0.6145438,0.9726539
"Will the Wharton educated @AshwiniVaishnaw care to throw some light? The financial structure of the transaction seems to make little sense.. We can talk about the ""transformational impact"" to the Indian semi con sector later",wharton educated ashwinivaishnaw care throw light financial structure transaction seems make little sense talk transformational impact indian semi con sector later,0.1765031,-0.1185958,0.39109987,-0.77690744
Will Micron contribute to PMCARES?,micron contribute pmcares,-0.074361786,0.016788691,-0.16078648,0.014366608
"Apparently ur state is burning. Is that true ? Oh with all these fake news peddlers these days, one canâ€™t b sureâ€¦..",apparently ur state burning true oh fake news peddlers days one b,0.05420645,0.007596589,0.58831215,-0.8195579
First learn to convert dollars to Rs.,first learn convert dollars rs,-0.3821623,-0.35375583,-0.23466587,0.28089407
"Some people are talking about jobs, so how many jobs will it create?

ASSUMING 1000 jobs with average salary of 50K per month, that's a paltry $146 Million in 20 YEARS.

Might have been cheaper to simply give 1K people a monthly stipend of 50K.",people talking jobs many jobs create assuming 1000 jobs average salary 50k per month paltry 146 million 20 years might cheaper simply give 1k people monthly stipend 50k,-0.06751531,-0.70030093,0.57295656,-0.86670727
Please file a case,please file case,0.13956659,0.19398591,-0.091789,0.014366608
Adani ka stake hoga micron mai,adani ka stake hoga micron mai,-0.0142279435,0.106133305,-0.11532733,0.014366608
"In 2019, 35% or more of the voting Indian population thought Modi and BJP were the right choice to  the government. If this number remains the same or increases marginally, they will return to power again in 2024. And all these efforts to malign them will go down the drain",2019 35 voting indian population thought modi bjp right choice government number remains increases marginally return power efforts malign go drain,0.18349068,-0.001779441,0.77557963,-0.12793939
A single Maruti car plant provided opportunities for other ancillary plants in Gurgaon.. it is possible that Micron plant will do the same,single maruti car plant provided opportunities ancillary plants gurgaon possible micron plant,-0.32125568,-0.44851416,-0.09371398,0.44982967
"Let them first establish plant and after a while, they'll definitely expand to reduce cost. Meanwhile other chip manufacturers will also notice this and will head to India.",let first establish plant definitely expand reduce cost meanwhile chip manufacturers also notice head india,-0.0117093455,-0.14020969,-0.14446142,0.029837174
"Congress didn't make any kick backs on this, that's your issue...",congress make kick backs issue,-0.117370486,-0.068347044,-0.19139436,0.016583947
So what is wrong in putting money in Micron unit in India. We need technology. We don't want any PSUs which are draining govt coffers left right and center with no accountability by the employees.,wrong putting money micron unit india need technology want psus draining govt coffers left right center accountability employees,-0.6807871,-0.82768583,0.48727146,0.99843675
"There is no assembly reqd by humans. Itâ€™s done by robotic arms. The 5000 people are ancillary workers - drivers, security guards, gardeners & the chaiwalla.5 engineers from US univs will be sitting behind closed doors & guiding the robotic arm.",assembly reqd humans done robotic arms 5000 people ancillary workers drivers security guards gardeners engineers us univs sitting behind closed doors guiding robotic arm,0.5455328,0.4778623,-0.74533075,-0.3983048
" and more or less Micron is lower end chip manufacturer.

Also why Modi gobbles all businesses in his Gujarat , why not in his favourite Varanasi , Uttam Pradesh ",less micron lower end chip manufacturer also modi gobbles businesses gujarat favourite varanasi uttam pradesh,-0.19810371,0.10806314,-0.6052873,0.12108911
Did you not see American president do marketing job for US companies ?,see american president marketing job us companies,-0.073217906,-0.034475967,-0.22790036,0.014366608
Marketing exp 6.5 %. Ok,marketing exp ok,-0.042753648,-0.025371194,-0.15730073,0.014366608
Fair points. But thats how China kick started their electronics foray. SMT assembly lines then backward intergration into semicon wafer fabs. If we do not follow this path of setting up assembly lines - then what is the point of wafer fabs in the first place. These are baby steps,fair points thats china kick started electronics foray smt assembly lines backward intergration semicon wafer fabs follow path setting assembly lines point wafer fabs first place baby steps,0.14193176,0.76554203,0.7260891,0.9991359
What happened to Chandigarh Semiconductor Complex? What did Congress do after the fire burnt the olace down. Sign an MOU with the chingis.,happened chandigarh semiconductor complex congress fire burnt olace sign mou chingis,-0.09809919,-0.27264646,-0.15395176,0.014366608
Thatâ€™s why we need DR MMS as our PM,need dr mms pm,-0.0137972105,-0.001389786,-0.11966342,0.014366608
Try spreading lies every time Mr Saket and have egg on your face every time . You tried with Rafale too if I am not wrong !,try spreading lies every time mr saket egg face every time tried rafale wrong,-0.020429598,0.060250368,-0.6415832,0.13570344
"It's  is good for india. India's strategic investment in Micron will usher in technology transfer, and chip manufacturing on the horizon, India is poised to become a global tech powerhouse. A wise investment that'll unlock endless possibilities.",good india india strategic investment micron usher technology transfer chip manufacturing horizon india poised become global tech powerhouse wise investment unlock endless possibilities,0.6673912,0.81057537,0.49663088,0.06895427
"Is he the PM of Gujarat,all projects are going to Gujarat",pm gujarat projects going gujarat,-0.13113077,-0.11860072,-0.19532196,0.014366608
We need to find out who owns Micron and whether their windfall gain is channelled back to a party or leader through kickbacks or electoral bonds.,need find owns micron whether windfall gain channelled back party leader kickbacks electoral bonds,-0.10775932,-0.008535988,-0.06027624,0.029188937
Chor Momo didi is crying?? Did you lick her feet today - or she is on a wheel chor,chor momo didi crying lick feet today wheel chor,0.12116666,0.24965449,-0.1437884,0.06254281
After reading this article Saket I just remember one story narrated by Arvind kejariwal in Delhi Vidhan sabha,reading article saket remember one story narrated arvind kejariwal delhi vidhan sabha,-0.29656547,-0.32731965,-0.13222039,0.05873352
"Go to the Supreme Court 
Thats the favourite place U guys love to go.
And use it as a pretext to crowd fund some crores,",go supreme court thats favourite place u guys love go use pretext crowd fund crores,-0.22532779,-0.4049821,0.64884084,0.9989856
If this true it's shocking...but we are used to hear such news from this kartavya kaal era...,true shocking used hear news kartavya kaal era,-0.22754039,-0.32199913,-0.32790795,0.027890142
"A pure flashy drama due on Udghatan of Guj. Micron (of course b4 2024 Chuav), where NaMo wud blabber as IIT Grad. n @MicronCEO pictured as just #ChauthiPass ! 
Xtra in India, #SMehrotra to b in Delhi Govt. School with #AK n #Atishi to watch #DelhiRoboticsLeague !! @AtishiAAP ",pure flashy drama due udghatan guj micron course b4 2024 chuav namo wud blabber iit grad n micronceo pictured chauthipass xtra india smehrotra b delhi govt school ak n atishi watch delhiroboticsleague atishiaap,-0.03877152,0.037004035,-0.10437953,0.03291719
Gokhale Dalal hai,gokhale dalal hai,0.017196484,0.046736635,-0.13239051,0.014366608
"Arrey unpud, keep peddling ur fake and false news.",arrey unpud keep peddling ur fake false news,0.43916285,0.543726,-0.26284233,-0.026694492
Another Master stroke by the Supreme Leader. Wah Modi Ji Wah!,another master stroke supreme leader wah modi ji wah,0.20386028,0.43553182,-0.16956593,0.027555179
"Subha utho, scam dundo, fir apne man se scam banao, twitter me rayta fehlao aur so jao....",subha utho scam dundo fir apne man se scam banao twitter rayta fehlao aur jao,0.17873539,0.22019443,-0.114187956,0.11668489
Pehle million and billions ka farak googoe kar le . fir calculation karke tweet karna .,pehle million billions ka farak googoe kar le fir calculation karke tweet karna,0.13967372,0.14748584,-0.07551599,0.083916076
STILL U DIDNT LOOKED CHECKED UP GUJARAT SEMICONDUCTOR POLICY .....,still u didnt looked checked gujarat semiconductor policy,-0.12935029,0.11338442,-0.10766746,0.014366608
@CMOGuj pls take legal against this man,cmoguj pls take legal man,-0.17771833,-0.17835143,-0.10917678,0.014366608
Wo sab to thik hai par $2.7 billion kis calculator ke convert krne se â‚¹2274 cr hue batana jara,wo sab thik hai par billion kis calculator ke convert krne se cr hue batana jara,0.032468736,0.13719189,-0.1581984,0.052791182
"You have to start somewhere. This is how even S'pore, SK and china started.",start somewhere even sk china started,-0.019116374,0.044173654,-0.1203848,0.014366608
Read this,read,-0.05746688,0.028999614,-0.1619827,0.014366608
"@AshwiniVaishnaw on one hand these guys will cry about jobless youth and when it is created, they will try to find flaws with it.   Never seen a bunch of Indians who have issues with foreign companies moving their factories from China to India!",ashwinivaishnaw one hand guys cry jobless youth created try find flaws never seen bunch indians issues foreign companies moving factories china india,-0.30521855,-0.47907263,-0.015287876,0.050617397
"Ye bat tv , newspaper me nhi aayegi, aamlogon ko Ye beaten pata hi nhi lagne diya jata h taki modi bhakti bani rahe",ye bat tv newspaper nhi aayegi aamlogon ko ye beaten pata hi nhi lagne diya jata h taki modi bhakti bani rahe,-0.019261392,0.066069,-0.19359845,0.043294698
Saket Lootera tweet again.,saket lootera tweet,0.031733006,0.07240512,-0.1640045,0.014366608
any shock on 100 cr by @CMofKarnataka to establish a christian development corp.?,shock 100 cr cmofkarnataka establish christian development,0.067661576,0.18950176,-0.12206031,0.015538496
Answer to why of this issue given by actress Kajols remark. Another term to BJP then  we will achieve over 50% below poverty  line by 2047 for sure.,answer issue given actress kajols remark another term bjp achieve 50 poverty line 2047 sure,-0.18109734,-0.052936245,-0.65509874,0.018108895
I also agree there is a problem,also agree problem,-0.00975721,0.038582448,-0.11337227,0.014366608
Why did Visionary ppl didn't started PR company owned by Govt of India....,visionary ppl started pr company owned govt india,0.07172823,-0.1126951,-0.22792724,0.014366608
Go get some maths tuition.,go get maths tuition,-0.045945805,-0.12829277,-0.19054143,0.014366608
mother of all scams,mother scams,-0.088138215,-0.12768933,-0.17084458,0.014366608
"Bhosdike though your party name is TMC
Your ideology is equal to Communist
 @SaketGokhale takle",bhosdike though party name tmc ideology equal communist saketgokhale takle,-0.10546206,-0.1272169,-0.17015615,0.029638318
As long as Andh Bhakts are there to defend him. Anything is possible in this country.,long andh bhakts defend anything possible country,0.023161123,0.38116378,-0.0889668,0.023298709
I thought the Gujarati people were good at business. This sucks.,thought gujarati people good business sucks,-0.488065,-0.63722444,0.30145642,0.9931454
Manufacturing will eventually start . Some luring has to be done . When once starts a buisness evryone know from day one he diesng have lakhs of provit it comes gradually with time once assembly is done n they are ensured of smooth oprtns evntually manufacturing will start,manufacturing eventually start luring done starts buisness evryone know day one diesng lakhs provit comes gradually time assembly done n ensured smooth oprtns evntually manufacturing start,-0.17056258,-0.23276803,0.05367151,0.0518177
Shocking that only in India a born fraud like you gets bail. Crowdfunding thief. By just looking once at your face anybody can say you are a fraud. You are not acquitted you are on bail weirdo,shocking india born fraud like gets bail crowdfunding thief looking face anybody say fraud acquitted bail weirdo,0.006639738,0.004706533,-0.13821767,0.05383989
"Cost to Exchequer's 23Crores 
Its less for 5 years, should be more.",cost exchequer 23crores less 5 years,0.032016274,0.102975994,-0.14350967,0.014366608
"Micron can explore cheap labour in  India compared to China. 

So are you agitated that labour is cheap in India or China is missing out on business.",micron explore cheap labour india compared china agitated labour cheap india china missing business,-0.46691614,0.18802357,0.6793553,0.9969277
Is chutiya ko kisne khula chod rakha hai,chutiya ko kisne khula chod rakha hai,-0.032492485,0.08863768,-0.09252003,0.014366608
"U should look into M3M builder case of gurgaon too .. 
Huge illicit money flow into this company by BJP cronies .... Everyone in gurgaon 's real estate circle knows that Shah's son has direct involvement in the company . 
From Ranbaxy's siphoned money of shareholders to sudhansuâ€¦Â Show more",u look m3m builder case gurgaon huge illicit money flow company bjp cronies everyone gurgaon real estate circle knows shah son direct involvement company ranbaxy siphoned money shareholders show,0.19081782,0.8454651,0.7668807,0.9879742
"Sir
Modiji has done it.
There must be a forethought behind.
",sir modiji done must forethought behind,0.0019986138,-0.025657818,-0.5566635,0.080794044
"All these technicalities are not something Modi ji understands.

He is simply here to win elections at any cost.

The nation's money and people are just an open fund that he can use to fulfill his goal which is to stay in power, no matter the damage & cost to the nation.",technicalities something modi ji understands simply win elections cost nation money people open fund use fulfill goal stay power matter damage cost nation,0.40636104,0.06649756,0.9419931,0.99901277
I hope you remember taxpayer's losses during freebies fistribution in Karnataka.,hope remember taxpayer losses freebies fistribution karnataka,-0.17108205,-0.07283527,-0.2314504,0.024590028
@narendramodi clarify this ..,narendramodi clarify,0.07710877,0.17248899,-0.26565975,0.014366608
Modi ji kithna b ghotale kare...kithna b import kare ..US ke saath sirf ek free export deal sign karna tha ..thuje export karne ka deal...With strict warning ..once the item crosses Indian borders.. warranty and guarantee is null and void..,modi ji kithna b ghotale kare kithna b import kare us ke saath sirf ek free export deal sign karna tha thuje export karne ka deal strict warning item crosses indian borders warranty guarantee null void,0.09489215,0.835767,0.67021376,0.30899876
He's absolutely right. They are clearly misusing tax payers money.,absolutely right clearly misusing tax payers money,-0.5029892,-0.64966774,0.8520394,0.99873894
"When you invited Enron what happened.
You invite foreign co ,do they pay taxes .no sp eco zones are made for them . No gst .
Look at Assam dehradun all co are there for tax exemption.",invited enron happened invite foreign co pay taxes sp eco zones made gst look assam dehradun co tax exemption,0.1865204,0.21841021,-0.32506838,-0.8029523
2.7 billion USD is roughly 22000 Crores and not 2277 crore bro,billion usd roughly 22000 crores 2277 crore bro,-0.15222849,-0.21535894,-0.14585814,0.014366608
Tu phir andar jayega lagta hain ,tu phir andar jayega lagta hain,-0.065207735,-0.101866364,-0.24253751,0.014366608
Who is accountable ?,accountable,-0.015546425,-0.05315147,-0.18275394,0.014366608
Very expensive state dinner.,expensive state dinner,0.027259128,0.12346039,-0.11619205,0.014366608
Bc 1 billion dollars is around 8000 crores rupees,bc 1 billion dollars around 8000 crores rupees,-0.19809617,-0.18707958,-0.3042624,0.014366608
kyo re lootere ab tu gyan dega?,kyo lootere ab tu gyan dega,0.03476548,-0.118757054,-0.14321148,0.014366608
Check your math. US$2.7 equals INT 22000 crores !,check math us equals int 22000 crores,0.0076734056,0.002009613,-0.16124342,0.014366608
Great exposure.,great exposure,-0.40056458,-0.4035292,-0.32707852,0.014366608
"If steps are between 'A-Z', public tend to expect step 'Z' directly, but don't know that 'Z' can't be reached directly  !! My opinion, even I wish to see TOT and manufacturing in India soon !!",steps public tend expect step z directly know z ca reached directly opinion even wish see tot manufacturing india soon,0.17947316,0.28361344,-0.10671389,0.9979094
"The credibility of this article or tweet is as much as that of Zero you missed in ur calculations

FYI $2.7bn is not â‚¹2274crores",credibility article tweet much zero missed ur calculations fyi,-0.3298368,-0.42100087,0.2530552,0.8305276
"All the people who kept saying that education and knowledge is not important to become a PM.  What have you all done. Atleast now correct your mistakes, otherwise even the piggy banks at home will be gone.",people kept saying education knowledge important become pm done atleast correct mistakes otherwise even piggy banks home gone,0.050785422,0.0423301,0.8040448,0.993425
"The answer to this is
BJP hatao desh bachao",answer bjp hatao desh bachao,0.031701993,-0.033200484,-0.29217964,0.01637392
Kejriwal ji ne theek hi kaha tha Angad raja ki tareef karke koi bhi deal sign karalo batao invest bhi india 70% kare aur usme bhi india main US ki company jime india ne invest kara usme zero stake ho ...yeh toh deal koi chutiya bhi nahin karega,kejriwal ji ne theek hi kaha tha angad raja ki tareef karke koi bhi deal sign karalo batao invest bhi india 70 kare aur usme bhi india main us ki company jime india ne invest kara usme zero stake ho yeh toh deal koi chutiya bhi nahin karega,0.25387853,0.96728736,0.87870276,0.9992236
Bhonkte raho,bhonkte raho,-0.00568068,0.00218744,-0.1428811,0.014366608
"A bitter truth from Modi's US visit.

India's Micron deal follows a curious business model...

India will pay 70% of the cost but Micron will own 100% of the plant.

The total cost of setting up the Micron plant in Gujarat is $2.75 billion with both the central and state government providing for 70% of the cost and the remaining 30% or $825 million will be provided by Micron. 

So what does India get for investing $1.92 billion?

As portrayed by drumbeaters the plant will not touch core technologies of designing and fabrication of chips instead the plant will package, assemble and test chips that are fabricated elsewhere.

Paying 70% of the cost while offering land and cheap labour so that a US company can get 100% of the ownership, in a segment where countries like Malaysia are streets ahead of India, is not investing in technology. It is simply a PR exercise.
",bitter truth modi us visit india micron deal follows curious business model india pay 70 cost micron 100 plant total cost setting micron plant gujarat billion central state government providing 70 cost remaining 30 825 million provided micron india get investing billion portrayed drumbeaters plant touch core technologies designing fabrication chips instead plant package assemble test chips fabricated elsewhere paying 70 cost offering land cheap labour us company get 100 ownership segment countries like malaysia streets ahead india investing technology simply pr exercise,0.6871713,0.9652169,0.8509731,0.25507325
Go and challenge it in court. Who has stopped you if u hv enough evidence about this PR excercise? Hope u hv faith in our judiciary .,go challenge court stopped u hv enough evidence pr excercise hope u hv faith judiciary,0.05304736,0.07539593,-0.14910193,0.056976307
"Sudeep, Faith in judiciary is definitely doubtful after Babri masjid/Ram jabmabhumi verdict, no hearing on 370, Rafael deal.. and Rahul Gandhi conviction in fake case.",sudeep faith judiciary definitely doubtful babri jabmabhumi verdict hearing 370 rafael deal rahul gandhi conviction fake case,-0.10717879,0.04833242,-0.29896238,-0.27006096
Wow! Good expose. No one knows whatâ€™s behind the curtains.,wow good expose one knows behind curtains,-0.5495861,-0.52319115,0.7099106,0.9525849
If your FM can grow crores of vegetables from his terrace then this project is more viable ,fm grow crores vegetables terrace project viable,-0.14680226,-0.3930891,-0.21088678,0.022466447
"Sonetimes, for the sake of commoners, speak about Congress's wrongdoings....if people start pointing out, the list is such long,it won't fit in twitter's column....your principal woman and man are out on bail wrt National Herald Case ...aapna paap dholo congressiyon pahele",sonetimes sake commoners speak congress wrongdoings people start pointing list long wo fit twitter column principal woman man bail wrt national herald case aapna paap dholo congressiyon pahele,-0.50934374,-0.9308773,-0.83066034,0.051868472
Justice collegium in India...go through this unbaised feature unlike @sardesairajdeep or @ravishndtv ...ravish bhai ab to ndtv nikal do,justice collegium india go unbaised feature unlike sardesairajdeep ravishndtv ravish bhai ab ndtv nikal,-0.041120812,-0.08230591,-0.16280648,0.028611165
"A tiny thing is missing, reference!",tiny thing missing reference,-0.0022000927,0.08631485,-0.1036116,0.014366608
Another fakery by congressi,another fakery congressi,0.06911612,0.06502759,-0.14143291,0.014366608
Best solution for India is to invest in R&D of new technologies instead of depending on other countries to setup their plants in India and transfer technologies. Would India have transferred technology  if we had those technologies? No country is fool enough to do this..,best solution india invest r new technologies instead depending countries setup plants india transfer technologies would india transferred technology technologies country fool enough,0.82139826,0.9468533,0.896884,0.99127054
"If this is true then what the heck is opposition doing... They are buzy in mutra politics, this kind of questions they should ask, but they are asking is just joke...",true heck opposition buzy mutra politics kind questions ask asking joke,-0.51815,-0.30748048,0.49547803,0.99623924
"During your 70 years rule your party were sleeping so hard even Malaysia is streets ahead in electronic manufacturing
 It's trying to bring in marquee investments to sector without family middlemen hence buring",70 years rule party sleeping hard even malaysia streets ahead electronic manufacturing trying bring marquee investments sector without family middlemen hence buring,-0.2682777,-0.062445015,-0.0056602084,-0.92782
"There is obviously more than,what meets the eye. No same person,however desperate he is,shall enter into such a compromised arrangement. There is a guaranteed secret deal camouflaged, benefiting bjp in its private capacity...",obviously meets eye person however desperate shall enter compromised arrangement guaranteed secret deal camouflaged benefiting bjp private capacity,0.12809585,0.09999459,0.025840893,-0.7454975
Round tripping?????,round tripping,0.048895147,0.18225127,-0.14704946,0.014366608
"He will die within next few yrs. so he should not be accountable in future. His lot's of project have immense loss for nation including â‚¹21000 cr Gujrat Gas scam when he was CM to recent Sea plane project, Vande Bharat, Clean Ganga. Huge loss of taxpayers money for scam.",die within next yrs accountable future lot project immense loss nation including cr gujrat gas scam cm recent sea plane project vande bharat clean ganga huge loss taxpayers money scam,-0.5673804,0.90574926,0.9290927,0.99846184
"Old saying ' respect cannot be bought' is wrong. 

He buys respect by splurging tax money overseas, on propaganda events. 
Most NRIs believe he is managing India like no other.",old saying respect bought wrong buys respect splurging tax money overseas propaganda events nris believe managing india like,0.40238163,-0.52066845,-0.7887413,-0.7998144
Inc walo ko sirf 52 years old bache ki baat samajne ka kaam hai.,inc walo ko sirf 52 years old bache ki baat samajne ka kaam hai,-0.16000287,-0.26281768,0.7062916,0.99385667
Ye deshdrohi modi desh ko aur barbaad kar dega.,ye deshdrohi modi desh ko aur barbaad kar dega,0.0036860746,-0.093167454,-0.13816063,0.0297148
"The deal was for America to give publicity to modi and in return they get money. 
Modi does not care for money after all he is a jhola wala! 
Soon the entire country wil become full of people with empty jholas and full on jumala.",deal america give publicity modi return get money modi care money jhola wala soon entire country wil become full people empty jholas full jumala,-0.5461518,-0.49156368,0.7918794,0.9988634
everything should be probed in detail and those who imply losses directly and indirectly should be booked on charges knowing that the economic losses caused are in cahoots with an arm dealing company who may sell its wares for money which may serve our interests or not,everything probed detail imply losses directly indirectly booked charges knowing economic losses caused cahoots arm dealing company may sell wares money may serve interests,0.45691353,0.82786214,0.7180094,0.1454176
Are you from @INCIndia ?,incindia,0.019410918,0.07243653,-0.14949952,0.014366608
"Where is the document, pappu k latakte ",document pappu k latakte,0.0029065101,0.10571853,-0.12631498,0.014366608
Tumhare naam Mein INC Juda dekh ke Samajh gaya Tha ki tum kuch pappu Jaisi hi baat karoge,tumhare naam mein inc juda dekh ke samajh gaya tha ki tum kuch pappu jaisi hi baat karoge,-0.21808527,-0.10976248,-0.13428526,0.029557109
Ok.. Enjoy this ,ok enjoy,-0.12345012,-0.2202559,-0.61779976,-0.028699562
"Thank god! atleast somebody got the numbers otherwise like rafael it will be kept secret in the name of ""NATIONAL INTEREST""",thank god atleast somebody got numbers otherwise like rafael kept secret name national interest,0.011174137,0.3366622,-0.1873299,-0.6448156
If only a Congi could ever understand industrial development.,congi could ever understand industrial development,0.0984503,0.048647117,-0.09996093,0.014366608
